"Keyword","Currency","Avg. monthly searches","Three month change","YoY change","Competition","Competition (indexed value)","Top of page bid (low range)","Top of page bid (high range)","cluster","confidence"
"tee shirt personnalise photo","EUR","500","0%","0%","High","100","0.007064419","0.015322324","physical_products","medium"
"cube personnalisé photo","EUR","500","900%","0%","High","100","0.004172148","0.014842452","physical_products","medium"
"cadeau personnalisé avec photo et texte","EUR","500","0%","0%","High","100","0.004160086","0.009476819","gift_personalized","high"
"gobelet personnalisé photo pas cher","EUR","50","0%","0%","High","100","0.003773124","0.012128829","gift_personalized","high"
"gobelet personnalisé anniversaire de mariage","EUR","50","0%","0%","High","100","0","0","gift_anniversary","high"
"cadeaux de noël personnalisés","EUR","500","0%","0%","High","100","0.002759916","0.012700959","gift_personalized","high"
"photo personnalisé avec texte","EUR","500","0%","0%","High","100","0.005786499","0.012813429","gift_personalized","high"
"poster aimanté personnalisé","EUR","50","0%","0%","High","86","0.005745423","0.01674075","physical_products","medium"
"plaque spotify personnalisé pas cher","EUR","50","0%","-100%","Unknown","","0","0","physical_products","medium"
"coque personnalisée photobox","EUR","50","0%","0%","High","100","0.004344928","0.009145929","physical_products","medium"
"grand cadre personnalisé","EUR","50","0%","0%","High","100","0.007877463","0.022356752","physical_products","medium"
"idée cadeau 1 an de mariage pour homme","EUR","500","0%","0%","High","100","0.001841248","0.006673219","life_events","medium"
"cadeau fete des meres original","EUR","5000","0%","-90%","High","78","0.001648908","0.005991879","gift_mothers","high"
"cadeau personnalisé photo et texte","EUR","50","?","0%","High","100","0.003047774","0.010458405","gift_personalized","high"
"cadre de naissance personnalisé","EUR","500","0%","0%","High","100","0.002190068","0.008677793","physical_products","medium"
"idee cadeau 1 an mariage","EUR","500","0%","0%","High","100","0.002285912","0.004910537","life_events","medium"
"cadre photo naissance personnalisé","EUR","500","0%","0%","High","100","0.002995614","0.01659894","physical_products","medium"
"t shirt brodé personnalisé photo","EUR","500","900%","0%","High","100","0.005333685","0.013924436","physical_products","medium"
"plaque personnalisée photo","EUR","50","900%","900%","High","100","0.005502227","0.012553281","physical_products","medium"
"cadeau fete des mere original","EUR","5000","0%","-90%","High","78","0.001648908","0.005991879","gift_mothers","high"
"cadeau saint valentin photo","EUR","50","0%","0%","High","100","0","0","gift_personalized","high"
"peignoir personnalisé photo","EUR","50","900%","0%","High","100","0.004108578","0.009988965","physical_products","medium"
"objet avec photo personnalisé","EUR","500","900%","0%","High","100","0.004770683","0.012818971","physical_products","medium"
"poster cadre personnalisé","EUR","50","0%","0%","High","100","0.005354875","0.016514832","physical_products","medium"
"cadeau original fête des mères","EUR","500","0%","0%","High","100","0","0","gift_mothers","high"
"plaque émaillée personnalisée avec photo","EUR","50","0%","0%","High","100","0.002661138","0.008300937","physical_products","medium"
"cadre photo a offrir","EUR","50","900%","0%","High","100","0.007470941","0.024407617","physical_products","medium"
"cadeau personnalisé femme photo","EUR","50","900%","0%","High","100","0.004060004","0.010575439","gift_personalized","high"
"chaussettes photo personnalisée","EUR","50","0%","-90%","High","100","0.006362541","0.013305363","physical_products","medium"
"cadre photo personnalisé fete des meres","EUR","50","0%","0%","High","100","0","0","gift_mothers","high"
"poster toile personnalisé","EUR","50","0%","0%","High","100","0.007801831","0.029807155","physical_products","medium"
"personnaliser cadre photo","EUR","50000","900%","0%","High","100","0.008625307","0.026488475","physical_products","medium"
"cadeau noces de cuir","EUR","500","0%","0%","High","100","0.00139691","0.007619597","gift_anniversary","high"
"cadeau photo mamie","EUR","50","900%","0%","High","100","0.004831319","0.013796318","gift_grandparents","high"
"idee cadeau papy mamie","EUR","500","900%","0%","High","100","0.001576536","0.004820235","gift_grandparents","high"
"cadeau grand parent noel","EUR","500","900%","0%","High","100","0.0016137","0.005760745","gift_grandparents","high"
"coque portable personnalisée photo","EUR","50","0%","0%","High","100","0.006356999","0.012130133","physical_products","medium"
"sweat brodé personnalisé photo","EUR","50","900%","0%","High","100","0.005406383","0.014382466","physical_products","medium"
"personnaliser t shirt avec photo","EUR","500","0%","0%","High","100","0.005949825","0.015323954","physical_products","medium"
"chaussettes personnalisées texte photo","EUR","50","0%","0%","High","100","0.002116718","0.006810139","physical_products","medium"
"cadre photo bois personnalisé","EUR","500","0%","0%","High","100","0.004395132","0.015680272","physical_products","medium"
"noce de cuir cadeau","EUR","500","0%","0%","High","100","0.002466842","0.006942169","life_events","medium"
"cadre personnalisé maman","EUR","500","900%","0%","High","100","0.004727325","0.010774951","gift_mothers","high"
"cadre mariage personnalisé","EUR","500","0%","0%","High","100","0.002986812","0.011445859","physical_products","medium"
"cadre personnalisé mariage","EUR","500","0%","0%","High","100","0.002986812","0.011445859","physical_products","medium"
"idee cadeau pour grand parent","EUR","500","900%","0%","High","100","0.001103836","0.00453466","gift_grandparents","high"
"offrir un cadre photo personnalisé","EUR","50","0%","0%","High","100","0.009234275","0.022648848","physical_products","medium"
"chaussettes visage personnalisées","EUR","50","900%","0%","High","100","0.004382418","0.012445375","physical_products","medium"
"cadeau 1 an mariage","EUR","500","-90%","0%","High","100","0.001625762","0.004685923","life_events","medium"
"cadeau pour la fete des grand mere","EUR","5000","0%","-90%","High","100","0.002247444","0.008634109","gift_mothers","high"
"porte monnaie homme personnalisé photo","EUR","50","0%","0%","High","100","0.004063916","0.010358975","physical_products","medium"
"personnaliser une coque","EUR","50","0%","0%","High","100","0.003690646","0.009382931","physical_products","medium"
"boite anniversaire personnalisée","EUR","500","-90%","0%","High","100","0.003476464","0.008877957","gift_anniversary","medium"
"cahier photo personnalisé","EUR","500","900%","0%","High","100","0.007943315","0.028014155","gift_personalized","high"
"cadre personnalisé spotify","EUR","50","0%","0%","High","100","0.005968407","0.016285328","physical_products","medium"
"cadre avec plusieurs photo personnalisé","EUR","50","0%","-90%","High","100","0.007980479","0.025019193","physical_products","medium"
"toile photo personnalisé avec texte","EUR","50","0%","0%","High","100","0.005308257","0.025304769","physical_products","medium"
"toile panoramique personnalisée","EUR","50","0%","0%","High","100","0.003780296","0.017814268","physical_products","medium"
"idée de cadeau pour sa maman","EUR","500","0%","-90%","High","100","0.002362196","0.007341519","gift_mothers","high"
"cadre multi photo personnalisé","EUR","50","900%","900%","High","100","0.006989439","0.027755637","physical_products","medium"
"idée cadeau 1 an de mariage","EUR","500","-90%","0%","High","100","0.001692592","0.004331236","life_events","medium"
"cadeau nounou avec photo","EUR","50","0%","0%","High","100","0.002351112","0.009356199","gift_personalized","high"
"porte clé papa personnalisé photo","EUR","50","0%","0%","High","100","0.004419582","0.010080245","gift_fathers","high"
"photo personnalisée sur toile","EUR","5000","0%","0%","High","100","0.009939413","0.03474312","physical_products","medium"
"cadeau avec des photos","EUR","500","900%","0%","High","100","0.004950961","0.013925414","gift_other","medium"
"objet personnalisé photo pas cher","EUR","500","0%","0%","High","100","0.004133028","0.011917255","physical_products","medium"
"photo spotify personnalisé","EUR","50","0%","0%","High","100","0.006265067","0.012944481","physical_products","medium"
"cadeau personnalisé papy mamie","EUR","50","900%","0%","High","100","0.003578176","0.011743171","gift_grandparents","high"
"tee shirt homme personnalisé photo","EUR","50","0%","0%","High","100","0.004504668","0.012536329","physical_products","medium"
"cadeau livre photo","EUR","50","900%","0%","High","100","0.01375459","0.054446558","physical_products","medium"
"impression photo personnalisée","EUR","500","900%","0%","High","100","0.013089877","0.033005214","physical_products","medium"
"cadeau original pour maman","EUR","500","900%","0%","High","100","0.001862438","0.007781293","gift_mothers","high"
"cadre bois personnalisé","EUR","500","0%","0%","High","100","0.004982909","0.01533732","physical_products","medium"
"cadre photo à poser personnalisé","EUR","50","0%","0%","High","100","0.005921789","0.019023402","physical_products","medium"
"cadre photo perso","EUR","500","0%","0%","High","100","0.008336145","0.025978611","physical_products","medium"
"cadeau pour papy et mamie","EUR","500","900%","0%","High","100","0.001904492","0.006105653","gift_grandparents","high"
"photo couple personnalisé","EUR","50","0%","-90%","High","100","0.004776877","0.012358659","gift_personalized","high"
"idee de cadeau pour la fete des mere","EUR","5000","0%","-90%","High","81","0","0","gift_mothers","high"
"cadeau original fete des grands mères","EUR","50","-100%","-100%","Unknown","","0","0","gift_mothers","high"
"cadeau photo fete des grand mere","EUR","50","-100%","-100%","Unknown","","0","0","gift_mothers","high"
"cadre photo à personnaliser","EUR","50000","900%","0%","High","100","0.008625307","0.026488475","physical_products","medium"
"toile personnalisée famille pas cher","EUR","50","0%","0%","High","100","0.003415502","0.018654696","physical_products","medium"
"cadre photo couple personnalisé","EUR","50","900%","900%","High","100","0.005481689","0.013061515","physical_products","medium"
"cadeau homme anniversaire de mariage","EUR","500","0%","0%","High","100","0.00178648","0.005600679","gift_anniversary","high"
"coque personnalisée avec photo","EUR","50","0%","0%","High","100","0.004906951","0.009841613","physical_products","medium"
"coque avec photo personnalisé","EUR","50","0%","0%","High","100","0.004774269","0.011145287","physical_products","medium"
"badge photo personnalisé","EUR","500","0%","0%","High","100","0.004329606","0.010235095","gift_personalized","high"
"cadeau maman original","EUR","500","900%","0%","High","100","0.001862438","0.007781293","gift_mothers","high"
"photo personnalisé couple","EUR","50","0%","0%","High","100","0.005600679","0.01685485","gift_personalized","high"
"idée cadeau noce de bois","EUR","500","-90%","0%","High","100","0.002031958","0.008574777","life_events","medium"
"cadeau pour 1 an de mariage","EUR","5000","0%","0%","High","100","0.002042716","0.007403133","life_events","medium"
"tee shirt personnalisé photobox","EUR","50","0%","0%","High","100","0.003866686","0.013573009","physical_products","medium"
"mon premier noël personnalisé","EUR","50","0%","0%","High","100","0.002402294","0.008934029","gift_personalized","high"
"cadre photo aluminium personnalisé","EUR","50","0%","0%","High","100","0.006635077","0.028260611","physical_products","medium"
